"DatasetID","Dataset_name","Island","Lat","Long","MethodCode","Year","Month","Day","UniqueSurveyID","Site_code","coord.join9","ReefHabitat","parrot","open_protected","year_num","mgmt","zero_one"
11.5,"DAR","Maui",20.70906,-156.4527,"FAHU",2020,1,24,"MAKE_FAHU20","MAKE",17653,"Deep Aggregate reef, >30ft",26.658218,"OPEN",6,"OPEN",1
11.5,"DAR","Maui",20.7093,-156.454,"FAHU",2018,2,13,"MAKE_FAHU18","MAKE",17114,"Deep Aggregate reef, >30ft",8.3606133,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.70971,-156.4548,"FAHU",2018,2,13,"MAKE_FAHU18","MAKE",17113,"Deep Aggregate reef, >30ft",8.394082,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.70976,-156.4529,"FAHU",2018,2,13,"MAKE_FAHU18","MAKE",17688,"Deep Aggregate reef, >30ft",11.7367319,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.70991,-156.4534,"FAHU",2019,3,15,"MAKE_FAHU19","MAKE",17448,"Deep Aggregate reef, >30ft",3.8128804,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.70995,-156.4543,"FAHU",2019,3,15,"MAKE_FAHU19","MAKE",17612,"Deep Aggregate reef, >30ft",5.3016376,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.71011,-156.4526,"FAHU",2019,3,15,"MAKE_FAHU19","MAKE",17447,"Deep Aggregate reef, >30ft",11.80111,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.71017,-156.4518,"FAHU",2019,3,15,"MAKE_FAHU19","MAKE",17450,"Deep Aggregate reef, >30ft",14.736644,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.71067,-156.455,"FAHU",2020,1,24,"MAKE_FAHU20","MAKE",18544,"Deep Aggregate reef, >30ft",12.035939,"OPEN",6,"OPEN",1
11.5,"DAR","Maui",20.71081,-156.4543,"FAHU",2016,1,19,"MAKE_FAHU16","MAKE",18612,"Deep Aggregate reef, >30ft",13.399623,"OPEN",2,"OPEN",1
11.5,"DAR","Maui",20.71106,-156.4537,"FAHU",2016,1,19,"MAKE_FAHU16","MAKE",18613,"Deep Aggregate reef, >30ft",11.911502,"OPEN",2,"OPEN",1
11.5,"DAR","Maui",20.71147,-156.4548,"FAHU",2020,1,24,"MAKE_FAHU20","MAKE",18545,"Deep Aggregate reef, >30ft",16.0278495,"OPEN",6,"OPEN",1
11.5,"DAR","Maui",20.71149,-156.4537,"FAHU",2019,2,25,"MAKE_FAHU19","MAKE",18496,"Deep Aggregate reef, >30ft",5.0124095,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.71175,-156.4539,"FAHU",2019,2,25,"MAKE_FAHU19","MAKE",18498,"Deep Aggregate reef, >30ft",4.4117983,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.71179,-156.4546,"FAHU",2019,2,25,"MAKE_FAHU19","MAKE",16783,"Deep Aggregate reef, >30ft",2.0638253,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.71191,-156.4533,"FAHU",2016,1,19,"MAKE_FAHU16","MAKE",18616,"Deep Aggregate reef, >30ft",1.7507484,"OPEN",2,"OPEN",1
11.5,"DAR","Maui",20.71227,-156.4548,"FAHU",2020,1,24,"MAKE_FAHU20","MAKE",18547,"Deep Aggregate reef, >30ft",4.731214,"OPEN",6,"OPEN",1
11.5,"DAR","Maui",20.71278,-156.4532,"FAHU",2016,1,19,"MAKE_FAHU16","MAKE",17890,"Deep Aggregate reef, >30ft",6.764851,"OPEN",2,"OPEN",1
11.5,"DAR","Maui",20.71336,-156.4535,"FAHU",2016,1,19,"MAKE_FAHU16","MAKE",17884,"Deep Aggregate reef, >30ft",7.7101824,"OPEN",2,"OPEN",1
11.5,"DAR","Maui",20.71537,-156.4538,"FAHU",2016,1,19,"MAKE_FAHU16","MAKE",17911,"Deep Aggregate reef, >30ft",12.0817512,"OPEN",2,"OPEN",1
11.5,"DAR","Maui",20.72662,-156.4603,"FAHU",2019,2,7,"KIHE_FAHU19","KIHE",18502,"Deep Aggregate reef, >30ft",7.7089166,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.72698,-156.4602,"FAHU",2019,2,7,"KIHE_FAHU19","KIHE",18503,"Deep Aggregate reef, >30ft",0,"OPEN",5,"OPEN",0
11.5,"DAR","Maui",20.72716,-156.4603,"FAHU",2019,2,7,"KIHE_FAHU19","KIHE",18500,"Deep Aggregate reef, >30ft",0.5750686,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.72742,-156.454,"FAHU",2017,1,24,"KIHE_FAHU17","KIHE",17082,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.72759,-156.4552,"FAHU",2017,1,24,"KIHE_FAHU17","KIHE",17070,"Shallow Aggregate reef, <25ft",35.45769,"OPEN",3,"OPEN",1
11.5,"DAR","Maui",20.72766,-156.4593,"FAHU",2017,1,24,"KIHE_FAHU17","KIHE",17081,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.72774,-156.4579,"FAHU",2019,2,7,"KIHE_FAHU19","KIHE",17606,"Deep Aggregate reef, >30ft",0,"OPEN",5,"OPEN",0
11.5,"DAR","Maui",20.72794,-156.4589,"FAHU",2019,2,7,"KIHE_FAHU19","KIHE",17604,"Deep Aggregate reef, >30ft",1.226896,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.72807,-156.4583,"FAHU",2017,1,24,"KIHE_FAHU17","KIHE",17069,"Deep Aggregate reef, >30ft",66.125241,"OPEN",3,"OPEN",1
11.5,"DAR","Maui",20.72813,-156.4568,"FAHU",2018,2,13,"KIHE_FAHU18","KIHE",17692,"Shallow Aggregate reef, <25ft",14.681276,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.72818,-156.4548,"FAHU",2017,1,24,"KIHE_FAHU17","KIHE",17079,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.72833,-156.4588,"FAHU",2019,2,7,"KIHE_FAHU19","KIHE",17596,"Shallow Aggregate reef, <25ft",0.2875343,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.72849,-156.4597,"FAHU",2017,1,24,"KIHE_FAHU17","KIHE",17078,"Deep Aggregate reef, >30ft",4.124264,"OPEN",3,"OPEN",1
11.5,"DAR","Maui",20.72853,-156.4573,"FAHU",2018,2,13,"KIHE_FAHU18","KIHE",17693,"Shallow Aggregate reef, <25ft",0.613448,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.72862,-156.4563,"FAHU",2017,1,24,"KIHE_FAHU17","KIHE",17076,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.72866,-156.4582,"FAHU",2019,2,7,"KIHE_FAHU19","KIHE",17605,"Shallow Aggregate reef, <25ft",0,"OPEN",5,"OPEN",0
11.5,"DAR","Maui",20.72868,-156.458,"FAHU",2018,2,13,"KIHE_FAHU18","KIHE",17698,"Shallow Aggregate reef, <25ft",19.914503,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.72881,-156.4559,"FAHU",2017,1,24,"KIHE_FAHU17","KIHE",17090,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.72914,-156.4593,"FAHU",2018,2,9,"MAKE_FAHU18","MAKE",17686,"Other",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.72914,-156.4593,"FAHU",2018,2,13,"KIHE_FAHU18","KIHE",17686,"Shallow Aggregate reef, <25ft",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.72935,-156.4619,"FAHU",2016,2,12,"KIHE_FAHU16","KIHE",7142,"Deep Aggregate reef, >30ft",9.575847,"OPEN",2,"OPEN",1
11.5,"DAR","Maui",20.72947,-156.4588,"FAHU",2017,1,24,"KIHE_FAHU17","KIHE",17067,"Deep Aggregate reef, >30ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.72969,-156.4601,"FAHU",2017,1,24,"KIHE_FAHU17","KIHE",17080,"Deep Aggregate reef, >30ft",35.286352,"OPEN",3,"OPEN",1
11.5,"DAR","Maui",20.72969,-156.4572,"FAHU",2017,1,24,"KIHE_FAHU17","KIHE",17075,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.72995,-156.4595,"FAHU",2018,2,9,"MAKE_FAHU18","MAKE",17687,"Other",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.72995,-156.4593,"FAHU",2018,2,13,"KIHE_FAHU18","KIHE",16952,"Shallow Aggregate reef, <25ft",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.73005,-156.457,"FAHU",2017,1,23,"KIHE_FAHU17","KIHE",17062,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.73014,-156.459,"FAHU",2016,2,12,"KIHE_FAHU16","KIHE",17204,"Shallow Aggregate reef, <25ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.73066,-156.4599,"FAHU",2017,1,23,"KIHE_FAHU17","KIHE",17074,"Deep Aggregate reef, >30ft",6.799844,"OPEN",3,"OPEN",1
11.5,"DAR","Maui",20.73079,-156.4594,"FAHU",2017,1,24,"KIHE_FAHU17","KIHE",17068,"Deep Aggregate reef, >30ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.73081,-156.4579,"FAHU",2017,1,23,"KIHE_FAHU17","KIHE",17064,"Shallow Aggregate reef, <25ft",36.094471,"OPEN",3,"OPEN",1
11.5,"DAR","Maui",20.73083,-156.4598,"FAHU",2018,2,9,"MAKE_FAHU18","MAKE",16950,"Other",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.73083,-156.4598,"FAHU",2018,2,13,"KIHE_FAHU18","KIHE",16950,"Shallow Aggregate reef, <25ft",16.511119,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.73093,-156.4581,"FAHU",2017,1,24,"KIHE_FAHU17","KIHE",17077,"Shallow Aggregate reef, <25ft",2.2819621,"OPEN",3,"OPEN",1
11.5,"DAR","Maui",20.73115,-156.4605,"FAHU",2017,1,24,"KIHE_FAHU17","KIHE",17039,"Deep Aggregate reef, >30ft",7.342377,"OPEN",3,"OPEN",1
11.5,"DAR","Maui",20.73118,-156.4608,"FAHU",2016,2,12,"KIHE_FAHU16","KIHE",17333,"Deep Aggregate reef, >30ft",19.554232,"OPEN",2,"OPEN",1
11.5,"DAR","Maui",20.73152,-156.4606,"FAHU",2017,1,23,"KIHE_FAHU17","KIHE",17071,"Deep Aggregate reef, >30ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.73178,-156.4586,"FAHU",2017,1,23,"KIHE_FAHU17","KIHE",17038,"Shallow Aggregate reef, <25ft",1.1843536,"OPEN",3,"OPEN",1
11.5,"DAR","Maui",20.73178,-156.4586,"FAHU",2017,1,24,"KIHE_FAHU17","KIHE",17038,"Shallow Aggregate reef, <25ft",0.2198301,"OPEN",3,"OPEN",1
11.5,"DAR","Maui",20.73181,-156.4617,"FAHU",2018,1,24,"KIHE_FAHU18","KIHE",18159,"Deep Aggregate reef, >30ft",0.613448,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.73183,-156.4612,"FAHU",2018,1,24,"KIHE_FAHU18","KIHE",18160,"Deep Aggregate reef, >30ft",24.3395945,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.73186,-156.4587,"FAHU",2017,1,19,"KIHE_FAHU17","KIHE",17897,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.73198,-156.4587,"FAHU",2016,2,12,"KIHE_FAHU16","KIHE",17213,"Shallow Aggregate reef, <25ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.732,-156.46,"FAHU",2016,2,12,"KIHE_FAHU16","KIHE",18771,"Deep Aggregate reef, >30ft",8.990395,"OPEN",2,"OPEN",1
11.5,"DAR","Maui",20.73211,-156.4619,"FAHU",2018,1,24,"KIHE_FAHU18","KIHE",18161,"Deep Aggregate reef, >30ft",12.7365209,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.73221,-156.4585,"FAHU",2018,2,9,"MAKE_FAHU18","MAKE",16951,"Other",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.73221,-156.4585,"FAHU",2018,2,13,"KIHE_FAHU18","KIHE",16951,"Shallow Aggregate reef, <25ft",3.86562,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.73233,-156.4603,"FAHU",2016,1,21,"KIHE_FAHU16","KIHE",17341,"Deep Aggregate reef, >30ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.73234,-156.4611,"FAHU",2016,1,21,"KIHE_FAHU16","KIHE",17326,"Deep Aggregate reef, >30ft",4.677177,"OPEN",2,"OPEN",1
11.5,"DAR","Maui",20.73241,-156.4621,"FAHU",2018,1,24,"KIHE_FAHU18","KIHE",18164,"Deep Aggregate reef, >30ft",20.699112,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.73248,-156.4608,"FAHU",2016,1,21,"KIHE_FAHU16","KIHE",17340,"Deep Aggregate reef, >30ft",0.2875343,"OPEN",2,"OPEN",1
11.5,"DAR","Maui",20.73272,-156.4591,"FAHU",2016,2,12,"KIHE_FAHU16","KIHE",18103,"Shallow Aggregate reef, <25ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.7328,-156.4626,"FAHU",2019,2,7,"KIHE_FAHU19","KIHE",17785,"Deep Aggregate reef, >30ft",18.6488524,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.73284,-156.4623,"FAHU",2018,1,24,"KIHE_FAHU18","KIHE",18165,"Deep Aggregate reef, >30ft",1.427264,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.73284,-156.4594,"FAHU",2017,1,19,"KIHE_FAHU17","KIHE",17898,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.73307,-156.4619,"FAHU",2019,2,7,"KIHE_FAHU19","KIHE",17595,"Deep Aggregate reef, >30ft",0.2854528,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.73369,-156.4612,"FAHU",2016,1,21,"KIHE_FAHU16","KIHE",7154,"Deep Aggregate reef, >30ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.73393,-156.4596,"FAHU",2017,1,19,"KIHE_FAHU17","KIHE",17921,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.73404,-156.4596,"FAHU",2016,2,12,"KIHE_FAHU16","KIHE",7155,"Shallow Aggregate reef, <25ft",18.472851,"OPEN",2,"OPEN",1
11.5,"DAR","Maui",20.73447,-156.4619,"FAHU",2017,1,19,"KIHE_FAHU17","KIHE",17044,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.73453,-156.4609,"FAHU",2016,2,12,"KIHE_FAHU16","KIHE",7157,"Deep Aggregate reef, >30ft",1.320287,"OPEN",2,"OPEN",1
11.5,"DAR","Maui",20.73463,-156.4616,"FAHU",2016,1,21,"KIHE_FAHU16","KIHE",17215,"Deep Aggregate reef, >30ft",7.9576423,"OPEN",2,"OPEN",1
11.5,"DAR","Maui",20.73483,-156.4611,"FAHU",2016,2,12,"KIHE_FAHU16","KIHE",18775,"Deep Aggregate reef, >30ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.7351,-156.4596,"FAHU",2017,1,19,"KIHE_FAHU17","KIHE",17922,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.73535,-156.4596,"FAHU",2016,2,12,"KIHE_FAHU16","KIHE",17205,"Shallow Aggregate reef, <25ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.73558,-156.462,"FAHU",2016,1,21,"KIHE_FAHU16","KIHE",17214,"Deep Aggregate reef, >30ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.73564,-156.4618,"FAHU",2017,1,19,"KIHE_FAHU17","KIHE",17045,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.73589,-156.4599,"FAHU",2017,1,19,"KIHE_FAHU17","KIHE",17914,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.73633,-156.4598,"FAHU",2018,2,13,"KIHE_FAHU18","KIHE",17696,"Shallow Aggregate reef, <25ft",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.7368,-156.4617,"FAHU",2017,1,19,"KIHE_FAHU17","KIHE",17051,"Shallow Aggregate reef, <25ft",0.7992563,"OPEN",3,"OPEN",1
11.5,"DAR","Maui",20.737,-156.4602,"FAHU",2019,2,25,"KIHE_FAHU19","KIHE",18543,"Shallow Aggregate reef, <25ft",0,"OPEN",5,"OPEN",0
11.5,"DAR","Maui",20.73725,-156.4604,"FAHU",2016,2,12,"KIHE_FAHU16","KIHE",17206,"Shallow Aggregate reef, <25ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.73753,-156.4601,"FAHU",2019,2,25,"KIHE_FAHU19","KIHE",18537,"Shallow Aggregate reef, <25ft",16.9933991,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.73779,-156.4617,"FAHU",2017,1,19,"KIHE_FAHU17","KIHE",17049,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.73842,-156.4596,"FAHU",2017,1,23,"KIHE_FAHU17","KIHE",17088,"Shallow Aggregate reef, <25ft",0.2198301,"OPEN",3,"OPEN",1
11.5,"DAR","Maui",20.73956,-156.4595,"FAHU",2017,1,23,"KIHE_FAHU17","KIHE",17073,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.74059,-156.4594,"FAHU",2017,1,23,"KIHE_FAHU17","KIHE",17072,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.74096,-156.4597,"FAHU",2016,2,9,"KIHE_FAHU16","KIHE",17334,"Shallow Aggregate reef, <25ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.74177,-156.4603,"FAHU",2017,1,23,"KIHE_FAHU17","KIHE",17031,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.74215,-156.4601,"FAHU",2016,2,9,"KIHE_FAHU16","KIHE",17331,"Shallow Aggregate reef, <25ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.74258,-156.4606,"FAHU",2018,2,9,"MAKE_FAHU18","MAKE",17410,"Other",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.74258,-156.4606,"FAHU",2018,2,13,"KIHE_FAHU18","KIHE",17410,"Shallow Aggregate reef, <25ft",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.74283,-156.4605,"FAHU",2019,2,7,"KIHE_FAHU19","KIHE",18512,"Shallow Aggregate reef, <25ft",0,"OPEN",5,"OPEN",0
11.5,"DAR","Maui",20.74322,-156.4606,"FAHU",2016,2,9,"KIHE_FAHU16","KIHE",17332,"Shallow Aggregate reef, <25ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.74341,-156.4607,"FAHU",2017,1,23,"KIHE_FAHU17","KIHE",17032,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.74348,-156.4607,"FAHU",2018,2,9,"MAKE_FAHU18","MAKE",16945,"Other",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.74348,-156.4607,"FAHU",2018,2,13,"KIHE_FAHU18","KIHE",16945,"Shallow Aggregate reef, <25ft",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.74425,-156.4607,"FAHU",2016,2,9,"KIHE_FAHU16","KIHE",17327,"Shallow Aggregate reef, <25ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.74476,-156.4609,"FAHU",2017,1,23,"KIHE_FAHU17","KIHE",17033,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.74537,-156.4611,"FAHU",2016,2,9,"KIHE_FAHU16","KIHE",17323,"Shallow Aggregate reef, <25ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.74754,-156.4626,"FAHU",2016,2,9,"KIHE_FAHU16","KIHE",18100,"Shallow Aggregate reef, <25ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.74886,-156.4631,"FAHU",2016,2,9,"KIHE_FAHU16","KIHE",18101,"Shallow Aggregate reef, <25ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.74889,-156.4623,"FAHU",2018,2,13,"KIHE_FAHU18","KIHE",17697,"Shallow Aggregate reef, <25ft",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.74915,-156.4632,"FAHU",2018,2,13,"KIHE_FAHU18","KIHE",17685,"Shallow Aggregate reef, <25ft",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.74983,-156.4636,"FAHU",2016,2,9,"KIHE_FAHU16","KIHE",18102,"Shallow Aggregate reef, <25ft",68.578859,"OPEN",2,"OPEN",1
11.5,"DAR","Maui",20.75053,-156.4637,"FAHU",2016,2,9,"KIHE_FAHU16","KIHE",18094,"Shallow Aggregate reef, <25ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.75057,-156.4639,"FAHU",2017,1,23,"KIHE_FAHU17","KIHE",17034,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.75118,-156.4636,"FAHU",2016,2,9,"KIHE_FAHU16","KIHE",18095,"Shallow Aggregate reef, <25ft",17.831408,"OPEN",2,"OPEN",1
11.5,"DAR","Maui",20.75212,-156.4643,"FAHU",2017,1,23,"KIHE_FAHU17","KIHE",17083,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.75216,-156.4641,"FAHU",2016,2,9,"KIHE_FAHU16","KIHE",18096,"Shallow Aggregate reef, <25ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.75282,-156.4641,"FAHU",2017,1,23,"KIHE_FAHU17","KIHE",17084,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.75327,-156.4637,"FAHU",2019,2,7,"KIHE_FAHU19","KIHE",18538,"Shallow Aggregate reef, <25ft",0,"OPEN",5,"OPEN",0
11.5,"DAR","Maui",20.7533,-156.4644,"FAHU",2016,2,9,"KIHE_FAHU16","KIHE",18097,"Shallow Aggregate reef, <25ft",9.575847,"OPEN",2,"OPEN",1
11.5,"DAR","Maui",20.75388,-156.4644,"FAHU",2017,1,23,"KIHE_FAHU17","KIHE",17041,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.75449,-156.4644,"FAHU",2016,2,9,"KIHE_FAHU16","KIHE",18098,"Shallow Aggregate reef, <25ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.75464,-156.4648,"FAHU",2018,2,9,"MAKE_FAHU18","MAKE",17408,"Other",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.75464,-156.4648,"FAHU",2018,2,13,"KIHE_FAHU18","KIHE",17408,"Shallow Aggregate reef, <25ft",20.321122,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.75522,-156.4674,"FAHU",2016,2,12,"KIHE_FAHU16","KIHE",7186,"Deep Aggregate reef, >30ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.75547,-156.4643,"FAHU",2016,2,9,"KIHE_FAHU16","KIHE",18099,"Shallow Aggregate reef, <25ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.75584,-156.4644,"FAHU",2017,1,23,"KIHE_FAHU17","KIHE",17042,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.75592,-156.4673,"FAHU",2016,2,12,"KIHE_FAHU16","KIHE",7188,"Deep Aggregate reef, >30ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.75642,-156.4644,"FAHU",2016,2,9,"KIHE_FAHU16","KIHE",17212,"Shallow Aggregate reef, <25ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.75693,-156.4673,"FAHU",2016,2,12,"KIHE_FAHU16","KIHE",18776,"Deep Aggregate reef, >30ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.75733,-156.4653,"FAHU",2017,1,23,"KIHE_FAHU17","KIHE",17040,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.75733,-156.4649,"FAHU",2019,2,7,"KIHE_FAHU19","KIHE",18513,"Shallow Aggregate reef, <25ft",0,"OPEN",5,"OPEN",0
11.5,"DAR","Maui",20.75779,-156.4651,"FAHU",2017,1,19,"KIHE_FAHU17","KIHE",17089,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.75799,-156.465,"FAHU",2019,2,7,"KIHE_FAHU19","KIHE",18510,"Shallow Aggregate reef, <25ft",0,"OPEN",5,"OPEN",0
11.5,"DAR","Maui",20.75805,-156.4646,"FAHU",2019,2,7,"KIHE_FAHU19","KIHE",18511,"Shallow Aggregate reef, <25ft",0,"OPEN",5,"OPEN",0
11.5,"DAR","Maui",20.75846,-156.4655,"FAHU",2017,1,19,"KIHE_FAHU17","KIHE",17091,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.75901,-156.4706,"FAHU",2019,2,7,"KIHE_FAHU19","KIHE",17563,"Deep Aggregate reef, >30ft",0,"OPEN",5,"OPEN",0
11.5,"DAR","Maui",20.75915,-156.4683,"FAHU",2016,2,12,"KIHE_FAHU16","KIHE",18774,"Deep Aggregate reef, >30ft",0,"OPEN",2,"OPEN",0
11.5,"DAR","Maui",20.75936,-156.4702,"FAHU",2019,2,7,"KIHE_FAHU19","KIHE",17562,"Deep Aggregate reef, >30ft",0,"OPEN",5,"OPEN",0
11.5,"DAR","Maui",20.75953,-156.4699,"FAHU",2017,1,18,"KIHE_FAHU17","KIHE",17932,"Deep Aggregate reef, >30ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.75954,-156.4685,"FAHU",2018,1,23,"KIHE_FAHU18","KIHE",16963,"Shallow Aggregate reef, <25ft",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.75964,-156.4679,"FAHU",2016,2,12,"KIHE_FAHU16","KIHE",7196,"Deep Aggregate reef, >30ft",3.174911,"OPEN",2,"OPEN",1
11.5,"DAR","Maui",20.75978,-156.4704,"FAHU",2019,2,7,"KIHE_FAHU19","KIHE",17565,"Deep Aggregate reef, >30ft",0,"OPEN",5,"OPEN",0
11.5,"DAR","Maui",20.75982,-156.4651,"FAHU",2017,1,19,"KIHE_FAHU17","KIHE",17087,"Shallow Aggregate reef, <25ft",0,"OPEN",3,"OPEN",0
11.5,"DAR","Maui",20.75989,-156.468,"FAHU",2018,1,23,"KIHE_FAHU18","KIHE",16967,"Shallow Aggregate reef, <25ft",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.76005,-156.465,"FAHU",2016,2,9,"KIHE_FAHU16","KIHE",17324,"Shallow Aggregate reef, <25ft",0,"OPEN",2,"OPEN",0
