"Year","Date","RoundID","Site","Site_Name","mgmt_area","mgmt_gear","biomass_g_100m2","biomass_g_m2","Start.Date"
2010,2010-10-06,"WHP58",6,"Keawaiki","Open","Before",895.0756,8.9508,"2010-09-07"
2010,2010-11-10,"WHP59",6,"Keawaiki","Open","Before",1466.9497,14.6695,"2010-10-19"
2011,2011-05-19,"WHP60",6,"Keawaiki","Open","Before",2035.9486,20.3595,"2011-05-03"
2011,2011-07-19,"WHP61",6,"Keawaiki","Open","Before",199.7569,1.9976,"2011-07-06"
2011,2011-10-05,"WHP62",6,"Keawaiki","Open","Before",1007.9954,10.08,"2011-09-13"
2011,2011-11-29,"WHP63",6,"Keawaiki","Open","Before",770.3332,7.7033,"2011-11-01"
2012,2012-06-07,"WHP64",6,"Keawaiki","Open","Before",1888.8051,18.8881,"2012-05-15"
2012,2012-08-07,"WHP65",6,"Keawaiki","Open","Before",1216.8081,12.1681,"2012-07-10"
2012,2012-10-03,"WHP66",6,"Keawaiki","Open","Before",524.0573,5.2406,"2012-08-28"
2012,2012-12-03,"WHP67",6,"Keawaiki","Open","Before",2015.0381,20.1504,"2012-11-08"
2013,2013-06-13,"WHP68",6,"Keawaiki","Open","Before",12559.7378,125.5974,"2013-05-02"
2013,2013-08-22,"WHP69",6,"Keawaiki","Open","Before",1152.7737,11.5277,"2013-07-16"
2013,2013-09-25,"WHP70",6,"Keawaiki","Open","Before",1476.2293,14.7623,"2013-09-03"
2013,2013-11-19,"WHP71",6,"Keawaiki","Open","Before",1007.1276,10.0713,"2013-11-06"
2014,2014-05-20,"WHP72",6,"Keawaiki","Open","After",103.6678,1.0367,"2014-05-06"
2014,2014-07-29,"WHP73",6,"Keawaiki","Open","After",11.8505,0.1185,"2014-07-02"
2014,2014-09-16,"WHP74",6,"Keawaiki","Open","After",20.3224,0.2032,"2014-09-09"
2014,2014-12-08,"WHP75",6,"Keawaiki","Open","After",3.772,0.0377,"2014-11-05"
2015,2015-05-19,"WHP76",6,"Keawaiki","Open","After",0,0,"2015-05-05"
2015,2015-07-07,"WHP77",6,"Keawaiki","Open","After",0,0,"2015-07-02"
2015,2015-09-22,"WHP78",6,"Keawaiki","Open","After",3.772,0.0377,"2015-09-01"
2015,2015-11-19,"WHP79",6,"Keawaiki","Open","After",2533.0969,25.331,"2015-11-03"
2016,2016-05-03,"WHP80",6,"Keawaiki","Open","After",144.7783,1.4478,"2016-05-03"
2016,2016-08-02,"WHP81",6,"Keawaiki","Open","After",3.772,0.0377,"2016-07-07"
2016,2016-09-22,"WHP82",6,"Keawaiki","Open","After",8.4719,0.0847,"2016-09-06"
2016,2016-12-15,"WHP83",6,"Keawaiki","Open","After",16.9438,0.1694,"2016-11-10"
2017,2017-05-04,"WHP84",6,"Keawaiki","Open","After",344.4704,3.4447,"2017-05-02"
2017,2017-07-11,"WHP85",6,"Keawaiki","Open","After",16.9438,0.1694,"2017-06-27"
2017,2017-10-10,"WHP86",6,"Keawaiki","Open","After",105.6508,1.0565,"2017-09-07"
2017,2017-11-07,"WHP87",6,"Keawaiki","Open","After",93.8003,0.938,"2017-11-02"
2018,2018-05-15,"WHP88",6,"Keawaiki","Open","After",811.1465,8.1115,"2018-05-01"
2018,2018-06-21,"WHP89",6,"Keawaiki","Open","After",56.7676,0.5677,"2018-06-19"
2018,2018-09-18,"WHP90",6,"Keawaiki","Open","After",23.1136,0.2311,"2018-09-04"
2018,2018-11-07,"WHP91",6,"Keawaiki","Open","After",144.7783,1.4478,"2018-11-01"
2019,2019-05-07,"WHP92",6,"Keawaiki","Open","After",0,0,"2019-04-30"
2019,2019-07-12,"WHP93",6,"Keawaiki","Open","After",2334.5328,23.3453,"2019-07-02"
2019,2019-09-12,"WHP94",6,"Keawaiki","Open","After",2508.3629,25.0836,"2019-09-03"
2007,2007-06-06,"WHP44",7,"Ka`?p?lehu","MPA","Before",3231.954,32.3195,"2007-05-16"
2007,2007-08-07,"WHP45",7,"Ka`?p?lehu","MPA","Before",3783.0625,37.8306,"2007-07-12"
2007,2007-09-25,"WHP46",7,"Ka`?p?lehu","MPA","Before",4954.7374,49.5474,"2007-09-04"
2007,2007-11-08,"WHP47",7,"Ka`?p?lehu","MPA","Before",4782.6815,47.8268,"2007-10-23"
2008,2008-06-04,"WHP48",7,"Ka`?p?lehu","MPA","Before",2945.0753,29.4508,"2008-05-20"
2008,2008-08-06,"WHP49",7,"Ka`?p?lehu","MPA","Before",3752.3972,37.524,"2008-07-08"
2008,2008-10-01,"WHP50",7,"Ka`?p?lehu","MPA","Before",1085.4142,10.8541,"2008-09-02"
2008,2008-11-19,"WHP51",7,"Ka`?p?lehu","MPA","Before",9329.3966,93.294,"2008-10-15"
2009,2009-06-09,"WHP52",7,"Ka`?p?lehu","MPA","Before",3059.6294,30.5963,"2009-05-06"
2009,2009-07-29,"WHP53",7,"Ka`?p?lehu","MPA","Before",3968.8074,39.6881,"2009-07-07"
2009,2009-09-15,"WHP54",7,"Ka`?p?lehu","MPA","Before",1865.3405,18.6534,"2009-09-01"
2009,2009-11-10,"WHP55",7,"Ka`?p?lehu","MPA","Before",1388.3358,13.8834,"2009-10-20"
2010,2010-05-12,"WHP56",7,"Ka`?p?lehu","MPA","Before",7476.2595,74.7626,"2010-05-05"
2010,2010-07-13,"WHP57",7,"Ka`?p?lehu","MPA","Before",3687.8269,36.8783,"2010-07-08"
2010,2010-10-05,"WHP58",7,"Ka`?p?lehu","MPA","Before",3780.6226,37.8062,"2010-09-07"
2010,2010-11-09,"WHP59",7,"Ka`?p?lehu","MPA","Before",1680.4506,16.8045,"2010-10-19"
2011,2011-05-24,"WHP60",7,"Ka`?p?lehu","MPA","Before",3083.2299,30.8323,"2011-05-03"
2011,2011-07-26,"WHP61",7,"Ka`?p?lehu","MPA","Before",1050.5746,10.5057,"2011-07-06"
2011,2011-10-04,"WHP62",7,"Ka`?p?lehu","MPA","Before",2728.5716,27.2857,"2011-09-13"
2011,2011-11-30,"WHP63",7,"Ka`?p?lehu","MPA","Before",4925.0423,49.2504,"2011-11-01"
2012,2012-06-06,"WHP64",7,"Ka`?p?lehu","MPA","Before",1221.7306,12.2173,"2012-05-15"
2012,2012-07-31,"WHP65",7,"Ka`?p?lehu","MPA","Before",1535.6978,15.357,"2012-07-10"
2012,2012-09-20,"WHP66",7,"Ka`?p?lehu","MPA","Before",6670.3031,66.703,"2012-08-28"
2012,2012-11-09,"WHP67",7,"Ka`?p?lehu","MPA","Before",3634.8967,36.349,"2012-11-08"
2013,2013-06-12,"WHP68",7,"Ka`?p?lehu","MPA","Before",3412.7622,34.1276,"2013-05-02"
2013,2013-08-13,"WHP69",7,"Ka`?p?lehu","MPA","Before",1734.5936,17.3459,"2013-07-16"
2013,2013-09-17,"WHP70",7,"Ka`?p?lehu","MPA","Before",2774.9954,27.75,"2013-09-03"
2013,2013-11-21,"WHP71",7,"Ka`?p?lehu","MPA","Before",5062.3519,50.6235,"2013-11-06"
2014,2014-05-15,"WHP72",7,"Ka`?p?lehu","MPA","After",3042.4951,30.425,"2014-05-06"
2014,2014-07-15,"WHP73",7,"Ka`?p?lehu","MPA","After",1698.0431,16.9804,"2014-07-02"
2014,2014-09-10,"WHP74",7,"Ka`?p?lehu","MPA","After",3027.1674,30.2717,"2014-09-09"
2014,2014-12-09,"WHP75",7,"Ka`?p?lehu","MPA","After",5871.5576,58.7156,"2014-11-05"
2015,2015-05-06,"WHP76",7,"Ka`?p?lehu","MPA","After",2067.8851,20.6789,"2015-05-05"
2015,2015-07-14,"WHP77",7,"Ka`?p?lehu","MPA","After",2346.1172,23.4612,"2015-07-02"
2015,2015-09-03,"WHP78",7,"Ka`?p?lehu","MPA","After",285.4788,2.8548,"2015-09-01"
2015,2015-11-04,"WHP79",7,"Ka`?p?lehu","MPA","After",9532.819,95.3282,"2015-11-03"
2016,2016-05-10,"WHP80",7,"Ka`?p?lehu","MPA","After",1059.8897,10.5989,"2016-05-03"
2016,2016-07-28,"WHP81",7,"Ka`?p?lehu","MPA","After",1872.129,18.7213,"2016-07-07"
2016,2016-09-20,"WHP82",7,"Ka`?p?lehu","MPA","After",2878.6117,28.7861,"2016-09-06"
2016,2016-11-29,"WHP83",7,"Ka`?p?lehu","MPA","After",1932.1905,19.3219,"2016-11-10"
2017,2017-05-16,"WHP84",7,"Ka`?p?lehu","MPA","After",6501.9485,65.0195,"2017-05-02"
2017,2017-07-14,"WHP85",7,"Ka`?p?lehu","MPA","After",2360.0022,23.6,"2017-06-27"
2017,2017-09-28,"WHP86",7,"Ka`?p?lehu","MPA","After",2852.9128,28.5291,"2017-09-07"
2017,2017-11-28,"WHP87",7,"Ka`?p?lehu","MPA","After",4786.9802,47.8698,"2017-11-02"
2018,2018-05-01,"WHP88",7,"Ka`?p?lehu","MPA","After",8855.1187,88.5512,"2018-05-01"
2018,2018-06-28,"WHP89",7,"Ka`?p?lehu","MPA","After",4072.5473,40.7255,"2018-06-19"
2018,2018-09-18,"WHP90",7,"Ka`?p?lehu","MPA","After",8371.6002,83.716,"2018-09-04"
2018,2018-11-09,"WHP91",7,"Ka`?p?lehu","MPA","After",1152.7737,11.5277,"2018-11-01"
2019,2019-05-02,"WHP92",7,"Ka`?p?lehu","MPA","After",961.5534,9.6155,"2019-04-30"
2019,2019-07-16,"WHP93",7,"Ka`?p?lehu","MPA","After",2642.429,26.4243,"2019-07-02"
2019,2019-09-10,"WHP94",7,"Ka`?p?lehu","MPA","After",1697.5848,16.9758,"2019-09-03"
2007,2007-06-06,"WHP44",8,"Makalawena","Open","Before",5110.3597,51.1036,"2007-05-16"
2007,2007-08-07,"WHP45",8,"Makalawena","Open","Before",3417.4361,34.1744,"2007-07-12"
2007,2007-09-25,"WHP46",8,"Makalawena","Open","Before",4535.1698,45.3517,"2007-09-04"
2007,2007-11-08,"WHP47",8,"Makalawena","Open","Before",2510.5142,25.1051,"2007-10-23"
2008,2008-06-04,"WHP48",8,"Makalawena","Open","Before",3993.8121,39.9381,"2008-05-20"
2008,2008-08-06,"WHP49",8,"Makalawena","Open","Before",4287.9708,42.8797,"2008-07-08"
2008,2008-10-01,"WHP50",8,"Makalawena","Open","Before",3146.6276,31.4663,"2008-09-02"
2008,2008-11-19,"WHP51",8,"Makalawena","Open","Before",6214.3904,62.1439,"2008-10-15"
2009,2009-06-09,"WHP52",8,"Makalawena","Open","Before",2045.166,20.4517,"2009-05-06"
2009,2009-07-29,"WHP53",8,"Makalawena","Open","Before",2714.0467,27.1405,"2009-07-07"
2009,2009-09-15,"WHP54",8,"Makalawena","Open","Before",938.5004,9.385,"2009-09-01"
2009,2009-11-10,"WHP55",8,"Makalawena","Open","Before",523.7301,5.2373,"2009-10-20"
2010,2010-05-12,"WHP56",8,"Makalawena","Open","Before",4301.5221,43.0152,"2010-05-05"
2010,2010-07-13,"WHP57",8,"Makalawena","Open","Before",2126.1074,21.2611,"2010-07-08"
2010,2010-10-05,"WHP58",8,"Makalawena","Open","Before",2831.0247,28.3102,"2010-09-07"
2010,2010-11-09,"WHP59",8,"Makalawena","Open","Before",6224.6028,62.246,"2010-10-19"
2011,2011-05-24,"WHP60",8,"Makalawena","Open","Before",2266.2167,22.6622,"2011-05-03"
2011,2011-07-26,"WHP61",8,"Makalawena","Open","Before",1660.6427,16.6064,"2011-07-06"
2011,2011-10-04,"WHP62",8,"Makalawena","Open","Before",2386.3927,23.8639,"2011-09-13"
2011,2011-11-30,"WHP63",8,"Makalawena","Open","Before",5779.2772,57.7928,"2011-11-01"
2012,2012-06-06,"WHP64",8,"Makalawena","Open","Before",3067.6744,30.6767,"2012-05-15"
2012,2012-07-31,"WHP65",8,"Makalawena","Open","Before",1761.6193,17.6162,"2012-07-10"
2012,2012-09-20,"WHP66",8,"Makalawena","Open","Before",2915.5577,29.1556,"2012-08-28"
2012,2012-11-09,"WHP67",8,"Makalawena","Open","Before",4518.4537,45.1845,"2012-11-08"
2013,2013-06-12,"WHP68",8,"Makalawena","Open","Before",1866.6144,18.6661,"2013-05-02"
2013,2013-08-13,"WHP69",8,"Makalawena","Open","Before",1812.2277,18.1223,"2013-07-16"
2013,2013-09-17,"WHP70",8,"Makalawena","Open","Before",6379.393,63.7939,"2013-09-03"
2013,2013-11-21,"WHP71",8,"Makalawena","Open","Before",2191.3519,21.9135,"2013-11-06"
2014,2014-05-15,"WHP72",8,"Makalawena","Open","After",2277.2429,22.7724,"2014-05-06"
2014,2014-07-15,"WHP73",8,"Makalawena","Open","After",2954.6053,29.5461,"2014-07-02"
2014,2014-09-10,"WHP74",8,"Makalawena","Open","After",2914.3213,29.1432,"2014-09-09"
2014,2014-12-09,"WHP75",8,"Makalawena","Open","After",1508.515,15.0852,"2014-11-05"
2015,2015-05-06,"WHP76",8,"Makalawena","Open","After",982.7121,9.8271,"2015-05-05"
2015,2015-07-14,"WHP77",8,"Makalawena","Open","After",7520.4598,75.2046,"2015-07-02"
2015,2015-09-03,"WHP78",8,"Makalawena","Open","After",2684.7319,26.8473,"2015-09-01"
2015,2015-11-04,"WHP79",8,"Makalawena","Open","After",3625.6363,36.2564,"2015-11-03"
2016,2016-05-10,"WHP80",8,"Makalawena","Open","After",1725.9096,17.2591,"2016-05-03"
2016,2016-07-28,"WHP81",8,"Makalawena","Open","After",3174.2168,31.7422,"2016-07-07"
2016,2016-09-20,"WHP82",8,"Makalawena","Open","After",2025.1101,20.2511,"2016-09-06"
2016,2016-11-29,"WHP83",8,"Makalawena","Open","After",3446.6263,34.4663,"2016-11-10"
2017,2017-05-16,"WHP84",8,"Makalawena","Open","After",29147.5568,291.4756,"2017-05-02"
2017,2017-07-13,"WHP85",8,"Makalawena","Open","After",5676.3539,56.7635,"2017-06-27"
2017,2017-09-28,"WHP86",8,"Makalawena","Open","After",3630.2553,36.3026,"2017-09-07"
2017,2017-11-28,"WHP87",8,"Makalawena","Open","After",3407.8081,34.0781,"2017-11-02"
2018,2018-05-01,"WHP88",8,"Makalawena","Open","After",1275.3729,12.7537,"2018-05-01"
2018,2018-06-28,"WHP89",8,"Makalawena","Open","After",7535.5047,75.355,"2018-06-19"
2018,2018-09-18,"WHP90",8,"Makalawena","Open","After",3975.4877,39.7549,"2018-09-04"
2018,2018-11-09,"WHP91",8,"Makalawena","Open","After",1934.5435,19.3454,"2018-11-01"
2019,2019-05-02,"WHP92",8,"Makalawena","Open","After",2884.6603,28.8466,"2019-04-30"
2019,2019-07-16,"WHP93",8,"Makalawena","Open","After",3801.5664,38.0157,"2019-07-02"
2019,2019-09-10,"WHP94",8,"Makalawena","Open","After",5183.8006,51.838,"2019-09-03"
2007,2007-06-07,"WHP44",9,"Wawaloli Beach","Open","Before",196.6128,1.9661,"2007-05-16"
2007,2007-07-26,"WHP45",9,"Wawaloli Beach","Open","Before",1239.7855,12.3979,"2007-07-12"
2007,2007-09-18,"WHP46",9,"Wawaloli Beach","Open","Before",392.7661,3.9277,"2007-09-04"
2007,2007-11-06,"WHP47",9,"Wawaloli Beach","Open","Before",6579.5868,65.7959,"2007-10-23"
2008,2008-06-18,"WHP48",9,"Wawaloli Beach","Open","Before",3.772,0.0377,"2008-05-20"
2008,2008-07-31,"WHP49",9,"Wawaloli Beach","Open","Before",3.772,0.0377,"2008-07-08"
2008,2008-09-24,"WHP50",9,"Wawaloli Beach","Open","Before",2156.3047,21.563,"2008-09-02"
2008,2008-11-18,"WHP51",9,"Wawaloli Beach","Open","Before",23.8207,0.2382,"2008-10-15"
2009,2009-05-27,"WHP52",9,"Wawaloli Beach","Open","Before",1973.9265,19.7393,"2009-05-06"
2009,2009-07-15,"WHP53",9,"Wawaloli Beach","Open","Before",572.0172,5.7202,"2009-07-07"
2009,2009-09-30,"WHP54",9,"Wawaloli Beach","Open","Before",8.6611,0.0866,"2009-09-01"
2009,2009-11-12,"WHP55",9,"Wawaloli Beach","Open","Before",1168.2758,11.6828,"2009-10-20"
2010,2010-05-05,"WHP56",9,"Wawaloli Beach","Open","Before",880.8097,8.8081,"2010-05-05"
2010,2010-07-14,"WHP57",9,"Wawaloli Beach","Open","Before",306.6191,3.0662,"2010-07-08"
2010,2010-09-09,"WHP58",9,"Wawaloli Beach","Open","Before",2378.6749,23.7867,"2010-09-07"
2010,2010-10-20,"WHP59",9,"Wawaloli Beach","Open","Before",0,0,"2010-10-19"
2011,2011-05-03,"WHP60",9,"Wawaloli Beach","Open","Before",110.8003,1.108,"2011-05-03"
2011,2011-07-21,"WHP61",9,"Wawaloli Beach","Open","Before",1259.771,12.5977,"2011-07-06"
2011,2011-09-13,"WHP62",9,"Wawaloli Beach","Open","Before",622.8916,6.2289,"2011-09-13"
2011,2011-11-10,"WHP63",9,"Wawaloli Beach","Open","Before",675.0094,6.7501,"2011-11-01"
2012,2012-05-30,"WHP64",9,"Wawaloli Beach","Open","Before",1315.0727,13.1507,"2012-05-15"
2012,2012-07-18,"WHP65",9,"Wawaloli Beach","Open","Before",1899.9239,18.9992,"2012-07-10"
2012,2012-10-02,"WHP66",9,"Wawaloli Beach","Open","Before",144.7783,1.4478,"2012-08-28"
2012,2012-11-08,"WHP67",9,"Wawaloli Beach","Open","Before",289.5565,2.8956,"2012-11-08"
2013,2013-05-21,"WHP68",9,"Wawaloli Beach","Open","Before",133.4538,1.3345,"2013-05-02"
2013,2013-07-17,"WHP69",9,"Wawaloli Beach","Open","Before",289.5565,2.8956,"2013-07-16"
2013,2013-10-01,"WHP70",9,"Wawaloli Beach","Open","Before",289.5565,2.8956,"2013-09-03"
2013,2013-11-26,"WHP71",9,"Wawaloli Beach","Open","Before",675.769,6.7577,"2013-11-06"
2014,2014-05-28,"WHP72",9,"Wawaloli Beach","Open","After",50.6722,0.5067,"2014-05-06"
2014,2014-07-16,"WHP73",9,"Wawaloli Beach","Open","After",423.0103,4.2301,"2014-07-02"
2014,2014-10-01,"WHP74",9,"Wawaloli Beach","Open","After",2056.0266,20.5603,"2014-09-09"
2014,2014-12-17,"WHP75",9,"Wawaloli Beach","Open","After",957.4757,9.5748,"2014-11-05"
2015,2015-05-21,"WHP76",9,"Wawaloli Beach","Open","After",1101.6039,11.016,"2015-05-05"
2015,2015-07-09,"WHP77",9,"Wawaloli Beach","Open","After",46.9002,0.469,"2015-07-02"
2015,2015-09-29,"WHP78",9,"Wawaloli Beach","Open","After",2395.571,23.9557,"2015-09-01"
2015,2015-11-10,"WHP79",9,"Wawaloli Beach","Open","After",8356.4348,83.5643,"2015-11-03"
2016,2016-06-02,"WHP80",9,"Wawaloli Beach","Open","After",1195.5072,11.9551,"2016-05-03"
2016,2016-07-14,"WHP81",9,"Wawaloli Beach","Open","After",1821.6644,18.2166,"2016-07-07"
2016,2016-10-11,"WHP82",9,"Wawaloli Beach","Open","After",1910.8391,19.1084,"2016-09-06"
2016,2016-12-08,"WHP83",9,"Wawaloli Beach","Open","After",19.3415,0.1934,"2016-11-10"
2017,2017-05-25,"WHP84",9,"Wawaloli Beach","Open","After",1275.3729,12.7537,"2017-05-02"
2017,2017-06-28,"WHP85",9,"Wawaloli Beach","Open","After",3.772,0.0377,"2017-06-27"
2017,2017-10-03,"WHP86",9,"Wawaloli Beach","Open","After",1170.3662,11.7037,"2017-09-07"
2017,2017-11-21,"WHP87",9,"Wawaloli Beach","Open","After",7504.233,75.0423,"2017-11-02"
2018,2018-05-29,"WHP88",9,"Wawaloli Beach","Open","After",1442.3302,14.4233,"2018-05-01"
2018,2018-07-03,"WHP89",9,"Wawaloli Beach","Open","After",9314.2042,93.142,"2018-06-19"
2018,2018-10-04,"WHP90",9,"Wawaloli Beach","Open","After",3361.0475,33.6105,"2018-09-04"
2018,2018-11-13,"WHP91",9,"Wawaloli Beach","Open","After",2008.2764,20.0828,"2018-11-01"
2019,2019-05-30,"WHP92",9,"Wawaloli Beach","Open","After",526.2199,5.2622,"2019-04-30"
2019,2019-07-09,"WHP93",9,"Wawaloli Beach","Open","After",7088.4252,70.8843,"2019-07-02"
2019,2019-10-09,"WHP94",9,"Wawaloli Beach","Open","After",3759.8514,37.5985,"2019-09-03"
2007,2007-06-07,"WHP44",10,"Wawaloli","MPA","Before",56.7676,0.5677,"2007-05-16"
2007,2007-07-26,"WHP45",10,"Wawaloli","MPA","Before",201.092,2.0109,"2007-07-12"
2007,2007-09-18,"WHP46",10,"Wawaloli","MPA","Before",540.7712,5.4077,"2007-09-04"
2007,2007-11-06,"WHP47",10,"Wawaloli","MPA","Before",0,0,"2007-10-23"
2008,2008-06-18,"WHP48",10,"Wawaloli","MPA","Before",1751.2163,17.5122,"2008-05-20"
2008,2008-07-31,"WHP49",10,"Wawaloli","MPA","Before",1613.7963,16.138,"2008-07-08"
2008,2008-09-24,"WHP50",10,"Wawaloli","MPA","Before",876.8368,8.7684,"2008-09-02"
2008,2008-11-18,"WHP51",10,"Wawaloli","MPA","Before",1240.235,12.4023,"2008-10-15"
2009,2009-05-27,"WHP52",10,"Wawaloli","MPA","Before",650.9931,6.5099,"2009-05-06"
2009,2009-07-15,"WHP53",10,"Wawaloli","MPA","Before",0,0,"2009-07-07"
2009,2009-09-30,"WHP54",10,"Wawaloli","MPA","Before",0,0,"2009-09-01"
2009,2009-11-12,"WHP55",10,"Wawaloli","MPA","Before",469.4523,4.6945,"2009-10-20"
2010,2010-05-05,"WHP56",10,"Wawaloli","MPA","Before",480.7767,4.8078,"2010-05-05"
2010,2010-07-14,"WHP57",10,"Wawaloli","MPA","Before",0,0,"2010-07-08"
2010,2010-09-09,"WHP58",10,"Wawaloli","MPA","Before",0,0,"2010-09-07"
2010,2010-10-20,"WHP59",10,"Wawaloli","MPA","Before",3.772,0.0377,"2010-10-19"
2011,2011-05-03,"WHP60",10,"Wawaloli","MPA","Before",19.3415,0.1934,"2011-05-03"
2011,2011-07-21,"WHP61",10,"Wawaloli","MPA","Before",4792.8522,47.9285,"2011-07-06"
2011,2011-09-13,"WHP62",10,"Wawaloli","MPA","Before",3743.3213,37.4332,"2011-09-13"
2011,2011-11-10,"WHP63",10,"Wawaloli","MPA","Before",147.3325,1.4733,"2011-11-01"
2012,2012-05-30,"WHP64",10,"Wawaloli","MPA","Before",0,0,"2012-05-15"
2012,2012-07-18,"WHP65",10,"Wawaloli","MPA","Before",11672.0586,116.7206,"2012-07-10"
2012,2012-10-02,"WHP66",10,"Wawaloli","MPA","Before",3202.9507,32.0295,"2012-08-28"
2012,2012-11-08,"WHP67",10,"Wawaloli","MPA","Before",7.5441,0.0754,"2012-11-08"
2013,2013-05-21,"WHP68",10,"Wawaloli","MPA","Before",67.6006,0.676,"2013-05-02"
2013,2013-07-17,"WHP69",10,"Wawaloli","MPA","Before",0,0,"2013-07-16"
2013,2013-10-01,"WHP70",10,"Wawaloli","MPA","Before",289.5565,2.8956,"2013-09-03"
2013,2013-11-26,"WHP71",10,"Wawaloli","MPA","Before",3624.4555,36.2446,"2013-11-06"
2014,2014-05-28,"WHP72",10,"Wawaloli","MPA","After",3382.4663,33.8247,"2014-05-06"
2014,2014-07-16,"WHP73",10,"Wawaloli","MPA","After",0,0,"2014-07-02"
2014,2014-10-01,"WHP74",10,"Wawaloli","MPA","After",579.113,5.7911,"2014-09-09"
2014,2014-12-17,"WHP75",10,"Wawaloli","MPA","After",1882.1173,18.8212,"2014-11-05"
2015,2015-05-21,"WHP76",10,"Wawaloli","MPA","After",262.3993,2.624,"2015-05-05"
2015,2015-07-09,"WHP77",10,"Wawaloli","MPA","After",1812.2277,18.1223,"2015-07-02"
2015,2015-09-29,"WHP78",10,"Wawaloli","MPA","After",93.8003,0.938,"2015-09-01"
2015,2015-11-10,"WHP79",10,"Wawaloli","MPA","After",3.772,0.0377,"2015-11-03"
2016,2016-06-02,"WHP80",10,"Wawaloli","MPA","After",2817.2042,28.172,"2016-05-03"
2016,2016-07-14,"WHP81",10,"Wawaloli","MPA","After",2952.4585,29.5246,"2016-07-07"
2016,2016-10-11,"WHP82",10,"Wawaloli","MPA","After",1309.3321,13.0933,"2016-09-06"
2016,2016-12-08,"WHP83",10,"Wawaloli","MPA","After",1533.5615,15.3356,"2016-11-10"
2017,2017-05-25,"WHP84",10,"Wawaloli","MPA","After",1553.3057,15.5331,"2017-05-02"
2017,2017-06-29,"WHP85",10,"Wawaloli","MPA","After",6350.1679,63.5017,"2017-06-27"
2017,2017-10-03,"WHP86",10,"Wawaloli","MPA","After",1812.6859,18.1269,"2017-09-07"
2017,2017-11-21,"WHP87",10,"Wawaloli","MPA","After",4409.5593,44.0956,"2017-11-02"
2018,2018-05-29,"WHP88",10,"Wawaloli","MPA","After",144.7783,1.4478,"2018-05-01"
2018,2018-07-03,"WHP89",10,"Wawaloli","MPA","After",9713.1769,97.1318,"2018-06-19"
2018,2018-10-04,"WHP90",10,"Wawaloli","MPA","After",1523.1294,15.2313,"2018-09-04"
2018,2018-11-13,"WHP91",10,"Wawaloli","MPA","After",8895.0702,88.9507,"2018-11-01"
2019,2019-05-30,"WHP92",10,"Wawaloli","MPA","After",16845.7291,168.4573,"2019-04-30"
2019,2019-07-09,"WHP93",10,"Wawaloli","MPA","After",10995.9084,109.9591,"2019-07-02"
2019,2019-10-09,"WHP94",10,"Wawaloli","MPA","After",2836.9007,28.369,"2019-09-03"
2007,2007-06-07,"WHP44",11,"Honok?hau","FRA","Before",1470.043,14.7004,"2007-05-16"
2007,2007-07-26,"WHP45",11,"Honok?hau","FRA","Before",1247.0322,12.4703,"2007-07-12"
2007,2007-09-18,"WHP46",11,"Honok?hau","FRA","Before",4187.7827,41.8778,"2007-09-04"
2007,2007-11-06,"WHP47",11,"Honok?hau","FRA","Before",5942.6289,59.4263,"2007-10-23"
2008,2008-06-18,"WHP48",11,"Honok?hau","FRA","Before",2436.3783,24.3638,"2008-05-20"
2008,2008-07-31,"WHP49",11,"Honok?hau","FRA","Before",801.8312,8.0183,"2008-07-08"
2008,2008-09-24,"WHP50",11,"Honok?hau","FRA","Before",1341.8922,13.4189,"2008-09-02"
2008,2008-11-18,"WHP51",11,"Honok?hau","FRA","Before",746.6921,7.4669,"2008-10-15"
2009,2009-05-27,"WHP52",11,"Honok?hau","FRA","Before",144.7783,1.4478,"2009-05-06"
2009,2009-07-15,"WHP53",11,"Honok?hau","FRA","Before",672.9133,6.7291,"2009-07-07"
2009,2009-09-30,"WHP54",11,"Honok?hau","FRA","Before",728.7803,7.2878,"2009-09-01"
2009,2009-11-12,"WHP55",11,"Honok?hau","FRA","Before",436.3063,4.3631,"2009-10-20"
2010,2010-05-05,"WHP56",11,"Honok?hau","FRA","Before",392.3533,3.9235,"2010-05-05"
2010,2010-07-14,"WHP57",11,"Honok?hau","FRA","Before",2416.5905,24.1659,"2010-07-08"
2010,2010-09-09,"WHP58",11,"Honok?hau","FRA","Before",1404.4088,14.0441,"2010-09-07"
2010,2010-10-20,"WHP59",11,"Honok?hau","FRA","Before",169.4071,1.6941,"2010-10-19"
2011,2011-05-03,"WHP60",11,"Honok?hau","FRA","Before",106.2035,1.062,"2011-05-03"
2011,2011-07-21,"WHP61",11,"Honok?hau","FRA","Before",497.9571,4.9796,"2011-07-06"
2011,2011-09-13,"WHP62",11,"Honok?hau","FRA","Before",434.3348,4.3433,"2011-09-13"
2011,2011-11-10,"WHP63",11,"Honok?hau","FRA","Before",485.1709,4.8517,"2011-11-01"
2012,2012-05-30,"WHP64",11,"Honok?hau","FRA","Before",191.6784,1.9168,"2012-05-15"
2012,2012-07-18,"WHP65",11,"Honok?hau","FRA","Before",1415.2073,14.1521,"2012-07-10"
2012,2012-10-02,"WHP66",11,"Honok?hau","FRA","Before",2256.2106,22.5621,"2012-08-28"
2012,2012-11-08,"WHP67",11,"Honok?hau","FRA","Before",767.8652,7.6787,"2012-11-08"
2013,2013-05-21,"WHP68",11,"Honok?hau","FRA","Before",0,0,"2013-05-02"
